TransMem v7 — Source->Destination Centroid Routing Trace
==========================================================================================
Probe tokens (290):
  'The' ' central' ' bank' ' raised' ' interest' ' rates' ' by' ' 25' ' basis' ' points'
  ' on' ' Thursday' ',' ' its' ' seventh' ' consecutive' ' increase' ',' ' citing'
  ' persistent' ' inflation' 'ary' ' pressure' ' across' ' energy' ' and' ' food'
  ' sectors' '.' ' Markets' ' had' ' largely' ' priced' ' in' ' the' ' move' ','
  ' though' ' the' ' accompanying' ' statement' ' surprised' ' analysts' ' by'
  ' signalling' ' a' ' potential' ' pause' ' in' ' June' '.' ' The' ' benchmark' ' ten'
  '-' 'year' ' yield' ' rose' ' four' ' basis' ' points' ' to' ' 4' '.' '31' ' percent'
  ' shortly' ' after' ' the' ' announcement' '.' ' ' ' The' ' prime' ' minister'
  ' addressed' ' parliament' ' on' ' Tuesday' ',' ' defending' ' the' ' government' "'s"
  ' proposed' ' reforms' ' to' ' the' ' healthcare' ' system' '.' ' Opposition'
  ' leaders' ' criticised' ' the' ' plan' ' as' ' under' 'funded' ' and' ' poorly'
  ' timed' ',' ' arguing' ' that' ' frontline' ' workers' ' had' ' not' ' been'
  ' consulted' '.' ' Several' ' back' 'ben' 'chers' ' from' ' the' ' ruling' ' coalition'
  ' also' ' expressed' ' reservations' ',' ' threatening' ' to' ' vote' ' against' ' the'
  ' bill' ' unless' ' amendments' ' were' ' introduced' ' before' ' the' ' final'
  ' reading' '.' ' ' ' Voters' ' in' ' three' ' swing' ' states' ' will' ' head' ' to'
  ' the' ' polls' ' next' ' month' ' in' ' what' ' analysts' ' describe' ' as' ' a'
  ' bell' 'w' 'ether' ' for' ' the' ' national' ' election' '.' ' Poll' 'ing' ' data'
  ' suggests' ' a' ' tight' ' race' ',' ' with' ' neither' ' candidate' ' holding' ' a'
  ' decisive' ' lead' ' outside' ' the' ' margin' ' of' ' error' '.' ' Campaign'
  ' strateg' 'ists' ' on' ' both' ' sides' ' have' ' shifted' ' resources' ' toward'
  ' rural' ' districts' ',' ' where' ' turnout' ' could' ' prove' ' decisive' '.'
  ' Meanwhile' ',' ' independent' ' candidates' ' continue' ' to' ' draw' ' support'
  ' from' ' younger' ' voters' ' disillusion' 'ed' ' with' ' the' ' two' ' major'
  ' parties' '.' ' ' ' The' ' foreign' ' minister' ' met' ' with' ' her' ' counterparts'
  ' from' ' six' ' neighbouring' ' countries' ' to' ' discuss' ' a' ' regional' ' trade'
  ' agreement' ' that' ' has' ' been' ' stalled' ' for' ' over' ' two' ' years' '.'
  ' Neg' 'oti' 'ators' ' cited' ' disagreements' ' over' ' agricultural' ' tariffs'
  ' and' ' intellectual' ' property' ' protections' ' as' ' the' ' primary' ' obstacles'
  '.' ' A' ' joint' ' commun' 'ique' ' issued' ' after' ' the' ' talks' ' described'
  ' the' ' discussions' ' as' ' constructive' ' but' ' acknowledged' ' that'
  ' significant' ' differences' ' remain' ' unresolved' '.'
==========================================================================================

==========================================================================================
BLOCK 0  (unique src: 31/128  unique dst: 16/128  self-routes: 2/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
' The'            DET      28  4.12  28,119,65      124  0.99  124,81,83     ->
' prime'          ADJ     119  4.57  119,0,16        83  2.04  83,64,86      ->
' minister'       NOUN    117  4.46  117,119,97      76  2.43  76,121,1      ->
' addressed'      VERB    119  4.52  119,65,68       76  2.41  76,127,101    ->
' parliament'     NOUN    119  4.48  119,97,0        46  2.70  46,1,86       ->
' on'             ADP     119  4.44  119,26,126      81  2.06  81,83,72      ->
' Tuesday'        PROPN    31  4.47  31,119,97       81  1.62  81,76,77      ->
','               PUNCT   119  4.44  119,65,126     124  0.82  124,81,77     ->
' defending'      VERB    119  4.52  119,25,65       76  2.55  76,127,24     ->
' the'            DET      28  4.11  28,119,65      124  0.73  124,81,83     ->
' government'     NOUN     97  4.39  97,22,119       86  2.48  86,76,1       ->
"'s"              PART    119  4.47  119,65,126      81  2.72  81,76,83      ->
' proposed'       VERB    119  4.49  119,105,65     101  2.27  101,76,81     ->
' reforms'        NOUN    105  4.44  105,119,22      15  2.45  15,47,127     ->
' to'             ADP     119  4.42  119,65,126      27  0.67  27,101,121    ->
' the'            DET      28  4.12  28,119,65      124  0.77  124,81,83     ->
' healthcare'     NOUN    119  4.50  119,16,63       86  2.51  86,1,121      ->
' system'         NOUN     22  4.35  22,119,105       1  1.97  1,121,86      ->
'.'               PUNCT   119  4.41  119,126,65      70  1.43  70,38,24      ->
' Opposition'     NOUN    119  4.49  119,0,97       127  2.53  127,76,1      ->
' leaders'        NOUN    119  4.46  119,0,22        47  1.77  47,15,24      ->
' criticised'     VERB    119  4.50  119,25,51       76  2.59  76,127,101    ->
' the'            DET      28  4.12  28,119,65      124  0.83  124,81,83     ->
' plan'           NOUN    105  4.39  105,119,22     121  2.18  121,101,1     ->
' as'             ADP     119  4.48  119,26,65       81  1.82  81,76,124     ->
' under'          X       119  4.50  119,65,26       83  2.02  83,81,72      ->
'funded'          X       119  4.47  119,65,16       76  2.76  76,101,121    ->
' and'            CCONJ   119  4.43  119,65,26       81  1.12  81,124,76     ->
' poorly'         ADV     119  4.58  119,65,25       72  1.64  72,81,66      ->
' timed'          VERB    119  4.55  119,65,5        76  2.39  76,101,121    ->
','               PUNCT   119  4.43  119,65,126     124  0.87  124,81,77     ->
' arguing'        VERB    119  4.50  119,51,93       76  1.97  76,101,24     ->
' that'           DET     119  4.46  119,65,26       81  1.18  81,124,76     ->
' frontline'      ADJ     119  4.54  119,90,65       76  2.70  76,24,121     ->
' workers'        NOUN    119  4.43  119,22,16       47  1.02  47,15,24      ->
' had'            VERB    119  4.48  119,65,22      101  0.32  101,76,52     ->
' not'            ADV     119  4.44  119,65,26      103  0.48  103,101,81    ->
' been'           VERB    119  4.45  119,65,26       81  1.68  81,72,101     ->
' consulted'      VERB    119  4.50  119,65,54      127  2.62  127,52,74     ->
'.'               PUNCT   119  4.41  119,65,126      70  1.46  70,24,38      ->
' Several'        ADJ     119  4.43  119,65,97       64  0.81  64,81,76      ->
' back'           X        57  3.71  57,119,65       81  2.67  81,101,72     ->
'ben'             X       119  4.61  119,109,0       72  2.24  72,77,24      ->
'chers'           X       119  4.52  119,65,97       47  1.42  47,15,24      ->
' from'           ADP     119  4.44  119,26,65       81  1.65  81,72,124     ->
' the'            DET      28  4.12  28,119,65      124  0.77  124,81,83     ->
' ruling'         VERB    105  4.50  105,119,0       76  2.46  76,121,86     ->
' coalition'      NOUN     22  4.46  22,119,97        1  2.76  1,121,52      ->
' also'           ADV     119  4.49  119,65,26       81  2.40  81,124,72     ->
' expressed'      VERB    119  4.53  119,68,65      101  1.58  101,76,121    ->
' reservations'   NOUN    119  4.50  119,51,65       47  2.49  47,15,121     ->
','               PUNCT   119  4.44  119,65,26      124  0.93  124,81,77     ->
' threatening'    VERB    119  4.46  119,25,65      101  2.49  101,127,76    ->
' to'             ADP     119  4.43  119,65,26       27  0.78  27,101,74     ->
' vote'           VERB      0  4.50  0,119,105      121  2.61  121,101,76    ->
' against'        ADP     119  4.43  119,26,65       81  1.56  81,72,124     ->
' the'            DET      28  4.12  28,119,65      124  0.82  124,81,83     ->
' bill'           NOUN    105  4.44  105,119,0      121  2.39  121,76,1      ->
' unless'         ADP     119  4.45  119,65,26       81  1.36  81,83,76      ->
' amendments'     NOUN    105  4.45  105,119,65      47  2.18  47,15,127     ->
' were'           VERB    119  4.48  119,65,26       81  2.26  81,72,76      ->
' introduced'     VERB    119  4.52  119,105,65     101  2.25  101,76,127    ->
' before'         ADP     119  4.52  119,65,26       81  2.17  81,66,83      ->
' the'            DET      28  4.13  28,119,65      124  0.86  124,81,83     ->
' final'          ADJ     119  4.53  119,65,105      83  1.92  83,72,66      ->
' reading'        NOUN     68  4.49  68,119,65       76  2.36  76,127,121    ->
'.'               PUNCT   119  4.43  119,65,126      70  1.56  70,24,38      ->
' '               SPACE   119  4.54  119,65,18       24  2.06  24,34,72      ->
' Voters'         NOUN    119  4.49  119,0,65        47  1.99  47,76,121     ->
' in'             ADP     106  4.12  106,119,26      81  1.34  81,124,83     ->
' three'          NUM     119  4.47  119,65,28       64  1.33  64,83,77      ->
' swing'          VERB    119  4.56  119,65,0        86  2.49  86,1,73       ->
' states'         NOUN    119  4.48  119,22,65       46  1.55  46,15,47      ->
' will'           AUX     119  4.48  119,65,105      27  0.77  27,101,127    ->
' head'           VERB    119  4.53  119,117,65     101  2.47  101,76,127    ->
' to'             ADP     119  4.44  119,65,26       27  0.99  27,101,74     ->
' the'            DET      28  4.15  28,119,65      124  0.88  124,81,83     ->
' polls'          NOUN    119  4.51  119,0,65        47  2.61  47,15,24      ->
' next'           ADJ     119  4.51  119,65,26       83  1.46  83,81,91      ->
' month'          NOUN     31  4.39  31,119,65       81  2.23  81,76,121     ->
' in'             ADP     106  4.11  106,119,26      81  1.34  81,124,83     ->
' what'           PRON    119  4.49  119,65,61       76  1.70  76,81,101     ->
' analysts'       NOUN    119  4.49  119,54,65       47  1.43  47,15,76      ->
' describe'       VERB    119  4.49  119,65,68       76  1.63  76,81,121     ->
' as'             ADP     119  4.49  119,65,26       81  1.98  81,76,72      ->
' a'              DET     119  4.46  119,65,26       81  1.71  81,83,72      ->
' bell'           X       119  4.59  119,65,63       86  2.34  86,76,1       ->
'w'               X       119  4.58  119,65,87       34  2.01  34,1,121      ->
'ether'           X        65  4.58  65,119,18      121  2.47  121,1,83      ->
' for'            ADP      26  4.34  26,119,65       81  1.78  81,83,72      ->
' the'            DET      28  4.16  28,119,65      124  0.88  124,81,83     ->
' national'       ADJ     119  4.50  119,22,65       83  2.56  83,1,76       ->
' election'       NOUN      0  4.51  0,119,65        76  2.48  76,86,121     ->
'.'               PUNCT   119  4.45  119,65,26       70  1.61  70,24,38      ->
' Poll'           X        65  4.57  65,119,54        1  2.06  1,121,52      ->
'ing'             X       119  4.54  119,65,61      121  2.71  121,76,34     ->
' data'           NOUN     54  4.42  54,119,65       24  2.38  24,76,121     ->
' suggests'       VERB    119  4.49  119,65,93       76  1.77  76,81,121     ->
' a'              DET     119  4.46  119,65,26       81  1.77  81,83,72      ->
' tight'          ADJ     119  4.55  119,65,29       83  2.52  83,24,76      ->
' race'           NOUN    119  4.53  119,65,0         1  2.30  1,86,121      ->
','               PUNCT   119  4.46  119,65,26      124  1.09  124,81,77     ->
' with'           ADP     119  4.44  119,65,26       81  1.91  81,76,83      ->
' neither'        DET     119  4.52  119,65,61       81  1.32  81,83,76      ->
' candidate'      NOUN      0  4.50  0,119,65        76  1.88  76,121,86     ->
' holding'        VERB    119  4.56  119,65,55      121  2.46  121,76,101    ->
' a'              DET     119  4.47  119,65,26       81  1.85  81,83,72      ->
' decisive'       ADJ     119  4.53  119,65,0        83  2.87  83,76,34      ->
' lead'           NOUN    119  4.56  119,65,0       101  2.72  101,76,121    ->
' outside'        ADP     119  4.50  119,65,61       76  2.40  76,83,52      ->
' the'            DET      28  4.17  28,119,65      124  0.91  124,81,83     ->
' margin'         NOUN     65  4.55  65,119,51        1  2.08  1,121,52      ->
' of'             ADP      26  3.87  26,119,65      124  1.49  124,81,72     ->
' error'          NOUN     51  4.53  51,65,119      121  2.44  121,86,76     ->
'.'               PUNCT   119  4.46  119,65,26       70  1.68  70,24,38      ->
' Campaign'       PROPN    65  4.55  65,119,0         1  2.31  1,121,86      ->
' strateg'        X        65  4.56  65,119,54       86  2.71  86,73,1       ->
'ists'            X       119  4.52  119,65,0        47  1.56  47,15,1       ->
' on'             ADP     119  4.44  119,65,26       81  2.16  81,83,72      ->
' both'           DET      61  4.33  61,65,119       81  1.26  81,83,124     ->
' sides'          NOUN    119  4.55  119,65,22       47  2.10  47,15,24      ->
' have'           VERB    119  4.49  119,65,26      101  0.29  101,76,121    ->
' shifted'        VERB     65  4.53  65,119,26      101  2.70  101,24,76     ->
' resources'      NOUN     65  4.51  65,119,16       15  2.67  15,47,121     ->
' toward'         ADP     119  4.43  119,65,26       81  2.31  81,74,124     ->
' rural'          ADJ      65  4.51  65,119,90       76  2.50  76,77,83      ->
' districts'      NOUN     65  4.49  65,22,119       15  1.48  15,47,46      ->
','               PUNCT   119  4.45  119,65,26      124  1.17  124,81,77     ->
' where'          ADV      65  4.49  65,119,26       81  1.95  81,76,83      ->
' turnout'        NOUN     65  4.53  65,119,0       121  2.64  121,86,1      ->
' could'          AUX      65  4.45  65,119,26       27  0.63  27,52,101     ->
' prove'          VERB     65  4.53  65,119,95       76  2.13  76,77,81      ->
' decisive'       ADJ      65  4.53  65,119,0        76  2.83  76,83,121     ->
'.'               PUNCT   119  4.45  119,65,26       70  1.62  70,24,38      ->
' Meanwhile'      ADV      65  4.52  65,119,26       72  2.59  72,76,24      ->
','               PUNCT    65  4.45  65,119,26      124  1.20  124,81,77     ->
' independent'    ADJ      65  4.50  65,119,26       76  2.67  76,52,121     ->
' candidates'     NOUN     65  4.48  65,0,119        15  1.35  15,47,76      ->
' continue'       VERB     65  4.51  65,119,61       72  1.85  72,81,101     ->
' to'             ADP      65  4.45  65,119,26       27  1.01  27,101,52     ->
' draw'           VERB     65  4.55  65,119,55      101  2.52  101,34,121    ->
' support'        NOUN     65  4.51  65,119,0       121  2.75  121,101,76    ->
' from'           ADP      26  4.44  26,65,119       81  1.78  81,72,124     ->
' younger'        ADJ      65  4.53  65,119,107      81  2.09  81,76,83      ->
' voters'         NOUN     65  4.48  65,0,119        47  1.75  47,15,76      ->
' disillusion'    X        65  4.54  65,119,51        1  1.64  1,52,127      ->
'ed'              X        65  4.52  65,119,26       74  2.75  74,76,34      ->
' with'           ADP      65  4.43  65,119,26       81  1.85  81,76,124     ->
' the'            DET      28  4.16  28,65,119      124  0.87  124,81,83     ->
' two'            NUM      65  4.46  65,119,61       64  1.16  64,83,81      ->
' major'          ADJ      65  4.52  65,119,26       64  1.72  64,83,76      ->
' parties'        NOUN     65  4.49  65,119,22       15  1.75  15,47,1       ->
'.'               PUNCT    65  4.45  65,119,26       70  1.66  70,24,38      ->
' '               SPACE    65  4.54  65,119,18       24  2.08  24,34,72      ->
' The'            DET      28  4.20  28,65,119      124  1.24  124,81,83     ->
' foreign'        ADJ      65  4.53  65,58,119       77  2.10  77,76,83      ->
' minister'       NOUN    117  4.48  117,65,119      76  2.42  76,121,86     ->
' met'            VERB     65  4.51  65,119,118      74  2.65  74,17,76      ->
' with'           ADP      65  4.43  65,119,26       81  1.87  81,76,124     ->
' her'            PRON     65  4.48  65,119,28       83  2.14  83,81,76      ->
' counterparts'   NOUN     65  4.51  65,119,22       47  1.69  47,15,24      ->
' from'           ADP      26  4.43  26,65,119       81  1.68  81,72,124     ->
' six'            NUM      65  4.49  65,119,98       64  1.50  64,77,83      ->
' neighbouring'   VERB     65  4.50  65,119,22       76  2.25  76,81,83      ->
' countries'      NOUN     65  4.45  65,22,119       15  1.44  15,46,47      ->
' to'             ADP      65  4.45  65,119,26       27  1.20  27,101,121    ->
' discuss'        VERB     65  4.47  65,119,68       76  2.25  76,121,81     ->
' a'              DET      65  4.46  65,119,26       81  1.91  81,83,72      ->
' regional'       ADJ      65  4.49  65,119,22       77  2.40  77,83,76      ->
' trade'          NOUN     65  4.56  65,119,16       74  2.46  74,121,86     ->
' agreement'      NOUN    105  4.44  105,65,119     121  2.57  121,74,1      ->
' that'           DET      65  4.46  65,119,26       81  1.32  81,76,124     ->
' has'            VERB     65  4.49  65,119,26      101  0.45  101,52,121    ->
' been'           VERB     65  4.46  65,119,26       81  1.70  81,72,101     ->
' stalled'        VERB     65  4.49  65,119,26       76  2.57  76,24,72      ->
' for'            ADP      26  4.32  26,65,119       81  1.81  81,83,72      ->
' over'           ADP      65  4.48  65,26,119       83  2.09  83,81,72      ->
' two'            NUM      65  4.45  65,119,61       64  1.15  64,83,81      ->
' years'          NOUN     31  4.46  31,65,119       76  2.66  76,81,64      ->
'.'               PUNCT    65  4.44  65,119,26       70  1.56  70,24,38      ->
' Neg'            X        65  4.54  65,18,105        1  2.13  1,39,52       ->
'oti'             X        65  4.49  65,119,105      23  2.64  23,86,72      ->
'ators'           X        65  4.52  65,119,26       47  1.84  47,15,121     ->
' cited'          VERB     65  4.51  65,119,93       76  2.53  76,101,127    ->
' disagreements'  NOUN     65  4.49  65,51,119       15  2.32  15,47,24      ->
' over'           ADP      65  4.47  65,26,119       83  2.10  83,81,72      ->
' agricultural'   ADJ      65  4.57  65,63,119       76  2.68  76,86,77      ->
' tariffs'        NOUN     65  4.49  65,105,119      47  2.31  47,15,39      ->
' and'            CCONJ    65  4.43  65,119,26       81  1.14  81,124,76     ->
' intellectual'   ADJ      65  4.59  65,119,26       76  2.51  76,121,83     ->
' property'       NOUN     65  4.56  65,119,90       76  2.63  76,86,121     ->
' protections'    NOUN    105  4.47  105,65,119      47  2.54  47,15,127     ->
' as'             ADP      65  4.49  65,119,26       81  1.92  81,76,72      ->
' the'            DET      28  4.15  28,65,119      124  0.82  124,81,83     ->
' primary'        ADJ      65  4.54  65,119,0        83  2.21  83,76,121     ->
' obstacles'      NOUN     65  4.51  65,119,51       15  1.90  15,47,24      ->
'.'               PUNCT    65  4.44  65,119,26       70  1.56  70,24,38      ->
' A'              DET      65  4.49  65,119,26       81  1.92  81,83,64      ->
' joint'          ADJ      65  4.55  65,119,117      83  2.43  83,81,121     ->
' commun'         X        65  4.60  65,119,118     127  2.29  127,1,86      ->
'ique'            X        65  4.51  65,119,26      121  2.66  121,86,1      ->
' issued'         VERB     65  4.51  65,95,119      101  1.07  101,76,121    ->
' after'          ADP      65  4.47  65,119,26       81  2.35  81,83,66      ->
' the'            DET      28  4.15  28,65,119      124  0.87  124,81,83     ->
' talks'          NOUN     65  4.51  65,119,105     127  2.64  127,15,47     ->
' described'      VERB     65  4.48  65,119,93       76  2.04  76,81,101     ->
' the'            DET      28  4.15  28,65,119      124  0.89  124,81,83     ->
' discussions'    NOUN     65  4.48  65,119,105      15  2.46  15,47,127     ->
' as'             ADP      65  4.48  65,119,26       81  1.98  81,76,72      ->
' constructive'   ADJ      65  4.53  65,119,26      127  2.65  127,72,101    ->
' but'            CCONJ    65  4.41  65,119,26       81  1.55  81,76,124     ->
' acknowledged'   VERB     65  4.46  65,93,119       76  1.83  76,81,101     ->
' that'           DET      65  4.44  65,119,26       81  1.28  81,76,124     ->
' significant'    ADJ      65  4.49  65,119,61       64  2.45  64,76,83      ->
' differences'    NOUN     65  4.50  65,119,51       15  2.10  15,47,24      ->
' remain'         VERB     65  4.50  65,119,26       72  0.85  72,81,24      ->
' unresolved'     ADJ      65  4.45  65,119,26       76  2.56  76,72,24      ->
'.'               PUNCT    65  4.43  65,119,26       70  1.52  70,38,24      ->

  -- Block 4 summary ----------------------
  Unique source slots  : 23 / 128
  Unique dest   slots  : 24 / 128
